lookback,top_k,bottom_k,rebalance,filter_long,filter_short,cagr,max_dd,sharpe,calmar,total_return,n_periods,avg_turnover,avg_long_ret,avg_short_ret,yr_2020,yr_2021,yr_2022,yr_2023,yr_2024,yr_2025,yr_2026
60,15,20,weekly,ema200_above,ema200_below,-6.63,-45.02,-0.432,-0.147,-36.82,152,50.6,-0.515,0.208,7.71,-11.13,-3.99,-22.69,-3.94,6.82,-6.22
60,15,20,biweekly,none,none,-5.47,-62.17,-0.151,-0.088,-29.77,159,55.0,1.546,-1.585,8.59,10.6,-39.3,-19.3,3.78,35.78,-14.17
60,15,20,biweekly,none,ema200_below,-14.78,-66.44,-0.923,-0.223,-63.39,125,59.9,-0.56,-0.585,2.68,-12.49,-38.84,-18.22,-21.94,37.33,-14.17
60,15,20,biweekly,ema200_above,none,7.87,-24.68,0.808,0.319,58.94,106,57.1,2.013,-0.718,1.68,29.09,-3.54,-12.93,5.69,40.53,-4.22
60,15,20,biweekly,ema200_above,ema200_below,-0.52,-34.3,-0.05,-0.015,-13.85,78,63.1,-0.618,0.73,3.19,2.32,-3.48,-11.89,-20.49,42.14,-4.22
60,20,5,weekly,none,none,-27.35,-92.81,-0.508,-0.295,-85.8,320,48.1,0.85,-1.518,-6.56,-29.39,-31.07,-30.43,-23.47,-48.66,14.07
60,20,5,weekly,none,ema200_below,-15.99,-82.79,-0.312,-0.193,-65.47,296,48.6,0.457,-0.747,10.47,23.84,-30.42,-35.18,-7.01,-46.8,12.95
60,20,5,weekly,ema200_above,none,-6.27,-71.59,-0.002,-0.088,-31.4,167,52.5,1.232,-1.077,-0.06,-15.79,-2.59,-32.04,1.95,10.29,9.61
60,20,5,weekly,ema200_above,ema200_below,7.43,-45.6,0.623,0.163,51.1,144,54.3,0.548,0.386,5.29,47.85,-1.72,-36.68,23.89,14.27,9.61
60,20,5,biweekly,none,none,-19.78,-81.4,-0.468,-0.243,-74.28,159,60.6,1.577,-2.393,-28.13,-8.43,-31.26,-32.7,-4.4,-19.05,11.72
60,20,5,biweekly,none,ema200_below,-11.88,-67.72,-0.229,-0.175,-54.56,148,60.6,0.756,-1.03,-20.57,15.57,-30.75,-32.69,20.16,-19.05,11.72
60,20,5,biweekly,ema200_above,none,7.56,-54.46,0.775,0.139,50.24,85,65.1,2.217,-0.536,5.84,15.3,-2.34,-11.41,6.45,28.13,5.91
60,20,5,biweekly,ema200_above,ema200_below,18.41,-23.51,1.95,0.783,163.04,74,65.9,0.673,2.434,12.99,45.83,-1.62,-11.4,33.8,28.13,5.91
60,20,10,weekly,none,none,-15.01,-74.85,-0.352,-0.201,-62.93,320,44.9,0.85,-1.138,6.64,-9.24,-26.58,-23.85,-0.53,-19.17,-14.97
60,20,10,weekly,none,ema200_below,-14.64,-69.29,-0.458,-0.211,-61.94,282,46.8,0.229,-0.603,8.51,-4.72,-26.48,-22.39,-7.39,-17.6,-15.62
60,20,10,weekly,ema200_above,none,5.72,-46.24,0.492,0.124,39.84,167,49.8,1.232,-0.486,3.2,5.49,-1.22,-21.84,19.96,37.53,-0.38
60,20,10,weekly,ema200_above,ema200_below,8.26,-34.11,0.698,0.242,47.12,133,53.3,0.11,0.765,12.64,11.78,-0.89,-20.36,11.67,40.19,-0.38
60,20,10,biweekly,none,none,-11.34,-64.69,-0.376,-0.175,-52.14,159,57.9,1.577,-1.991,-8.25,9.42,-34.94,-24.92,-0.19,5.79,-6.85
60,20,10,biweekly,none,ema200_below,-9.89,-58.14,-0.365,-0.17,-47.18,141,59.8,0.562,-0.951,-1.5,8.21,-34.86,-24.02,1.68,6.53,-6.85
60,20,10,biweekly,ema200_above,none,13.35,-22.85,1.478,0.584,108.98,85,62.3,2.217,-0.059,8.99,31.09,-1.76,-7.3,9.68,41.61,2.21
60,20,10,biweekly,ema200_above,ema200_below,14.07,-16.5,1.88,0.852,111.36,69,65.2,0.303,2.275,7.28,27.41,-1.49,-6.21,11.74,42.62,2.21
60,20,15,weekly,none,none,-11.24,-69.82,-0.283,-0.161,-51.85,320,43.1,0.85,-1.024,14.01,-1.14,-27.82,-16.83,-4.31,-5.11,-21.46
60,20,15,weekly,none,ema200_below,-16.34,-71.51,-0.66,-0.228,-66.43,269,46.2,0.149,-0.683,3.31,-8.97,-27.78,-20.62,-17.05,-4.44,-21.35
60,20,15,weekly,ema200_above,none,7.91,-40.93,0.634,0.193,57.63,167,47.7,1.232,-0.38,8.04,11.11,-1.23,-17.36,18.12,37.62,-2.32
60,20,15,weekly,ema200_above,ema200_below,2.62,-37.63,0.319,0.07,12.71,126,52.5,-0.013,0.485,3.45,2.82,-1.52,-20.57,2.39,38.58,-2.32
60,20,15,biweekly,none,none,-7.99,-64.59,-0.279,-0.124,-40.36,159,55.7,1.577,-1.798,3.68,14.53,-42.83,-14.49,1.25,16.56,-11.83
60,20,15,biweekly,none,ema200_below,-16.56,-72.96,-0.884,-0.227,-66.97,134,58.7,0.302,-1.461,0.68,-12.91,-42.49,-19.78,-20.35,17.56,-11.83
60,20,15,biweekly,ema200_above,none,15.41,-17.88,1.773,0.862,136.29,85,60.3,2.217,0.202,9.13,38.7,-0.78,-4.6,15.16,40.49,-1.11
60,20,15,biweekly,ema200_above,ema200_below,3.64,-40.94,0.659,0.089,24.59,65,64.5,-0.078,1.241,6.84,1.16,-0.93,-10.51,-9.41,41.71,-1.11
60,20,20,weekly,none,none,-10.21,-67.62,-0.277,-0.151,-48.34,320,41.5,0.85,-1.005,14.71,-0.61,-34.93,-17.32,-0.07,7.28,-21.28
60,20,20,weekly,none,ema200_below,-18.79,-72.02,-0.817,-0.261,-69.02,255,46.0,-0.177,-0.478,-1.56,-12.27,-34.44,-23.22,-16.92,8.29,-21.16
60,20,20,weekly,ema200_above,none,9.03,-38.4,0.711,0.235,66.1,167,46.0,1.232,-0.341,6.42,12.18,-1.46,-17.15,22.69,41.94,-2.66
60,20,20,weekly,ema200_above,ema200_below,1.83,-38.06,0.276,0.048,9.33,122,51.2,-0.476,0.886,1.73,0.19,-1.14,-23.02,2.0,43.29,-2.5
60,20,20,biweekly,none,none,-5.02,-57.91,-0.128,-0.087,-27.03,159,53.4,1.577,-1.585,5.9,15.38,-34.45,-12.77,-0.64,21.38,-13.1
60,20,20,biweekly,none,ema200_below,-14.25,-64.7,-0.93,-0.22,-62.11,125,58.8,-0.526,-0.585,2.34,-7.75,-33.94,-16.21,-23.22,22.76,-13.1
60,20,20,biweekly,ema200_above,none,15.29,-17.7,1.779,0.864,130.69,85,57.9,2.217,0.122,7.52,42.69,-0.36,-7.59,15.53,40.62,-0.71
60,20,20,biweekly,ema200_above,ema200_below,3.7,-30.85,0.74,0.12,25.03,61,64.3,-1.184,2.327,0.0,9.54,-0.3,-11.37,-10.72,42.23,-0.71
90,5,5,weekly,none,none,-9.01,-79.45,0.052,-0.113,-44.04,321,45.8,1.395,-1.162,34.8,-42.94,-27.34,2.11,-5.79,-25.06,39.09
90,5,5,weekly,none,ema200_below,-3.79,-71.96,0.16,-0.053,-21.22,293,46.3,1.133,-0.704,33.53,-17.03,-27.34,-5.29,-0.71,-25.06,39.09
90,5,5,weekly,ema200_above,none,-8.35,-75.64,0.068,-0.11,-41.28,283,47.8,1.441,-1.168,32.34,-41.56,-22.47,10.46,-4.75,-30.29,33.9
90,5,5,weekly,ema200_above,ema200_below,-3.39,-68.35,0.187,-0.05,-17.32,255,48.4,1.145,-0.642,28.41,-15.08,-22.47,2.46,0.38,-30.29,33.9
90,5,5,biweekly,none,none,-13.76,-86.15,-0.004,-0.16,-59.51,160,59.5,2.546,-2.379,36.1,-36.0,-29.46,-10.08,-13.06,-19.12,4.38
90,5,5,biweekly,none,ema200_below,-7.73,-81.08,0.176,-0.095,-38.84,148,59.9,1.84,-1.211,23.49,-6.72,-29.46,-3.62,-7.37,-19.12,4.38
90,5,5,biweekly,ema200_above,none,-6.66,-76.6,0.236,-0.087,-31.74,140,61.1,2.833,-2.02,31.53,-36.34,-13.43,3.88,2.42,-15.55,1.39
90,5,5,biweekly,ema200_above,ema200_below,0.15,-68.94,0.461,0.002,3.11,128,61.6,2.043,-0.636,20.76,-7.2,-13.43,11.33,9.12,-15.55,1.39
90,5,10,weekly,none,none,-7.79,-68.2,0.032,-0.114,-39.05,318,43.6,1.339,-1.155,21.04,-26.99,-35.45,1.91,-4.17,-0.04,9.69
90,5,10,weekly,none,ema200_below,-9.36,-67.5,-0.048,-0.139,-43.94,274,44.9,0.786,-0.729,17.13,-24.02,-36.68,-8.64,-2.09,-0.04,9.69
90,5,10,weekly,ema200_above,none,-4.45,-57.39,0.115,-0.078,-24.32,283,45.4,1.441,-1.105,20.67,-27.21,-18.11,9.38,-1.89,-6.92,5.55
90,5,10,weekly,ema200_above,ema200_below,-6.05,-59.02,0.045,-0.102,-30.39,239,47.1,0.826,-0.608,16.79,-24.27,-19.67,-1.94,0.25,-6.92,5.55
90,5,10,biweekly,none,none,-10.81,-74.45,-0.073,-0.145,-48.88,158,56.9,2.432,-2.422,20.08,-12.12,-39.55,-14.01,-13.12,15.5,-8.74
90,5,10,biweekly,none,ema200_below,-7.36,-70.18,0.02,-0.105,-35.27,138,58.4,1.513,-1.294,23.0,-2.88,-40.44,-10.98,-5.16,15.5,-8.74
90,5,10,biweekly,ema200_above,none,0.17,-48.8,0.326,0.003,2.79,140,58.4,2.833,-1.928,20.08,-12.59,-15.37,6.15,2.12,18.45,-11.44
90,5,10,biweekly,ema200_above,ema200_below,4.12,-48.8,0.506,0.084,30.17,120,60.3,1.843,-0.548,23.0,-3.4,-16.61,9.89,11.47,18.45,-11.44
90,5,15,weekly,none,none,-6.26,-71.82,0.06,-0.087,-32.08,317,41.5,1.335,-1.113,14.81,-24.73,-43.14,9.95,-7.31,18.66,13.75
90,5,15,weekly,none,ema200_below,-7.3,-68.03,-0.012,-0.107,-36.39,259,44.1,0.831,-0.717,3.05,-11.49,-44.34,-3.39,-3.58,17.9,13.61
90,5,15,weekly,ema200_above,none,-1.66,-59.85,0.178,-0.028,-9.19,282,43.2,1.436,-1.012,14.46,-25.31,-21.82,17.24,-5.08,10.94,9.53
90,5,15,weekly,ema200_above,ema200_below,-2.73,-54.57,0.13,-0.05,-14.98,224,46.6,0.883,-0.531,3.05,-12.17,-23.73,3.01,-1.26,10.23,9.4
90,5,15,biweekly,none,none,-9.9,-74.01,-0.057,-0.134,-46.0,158,54.7,2.432,-2.391,16.29,-1.98,-41.42,-3.64,-19.16,7.81,-4.77
90,5,15,biweekly,none,ema200_below,-10.55,-71.27,-0.127,-0.148,-47.67,129,57.5,1.014,-1.123,-2.41,-1.21,-41.96,-2.87,-7.92,7.73,-4.77
90,5,15,biweekly,ema200_above,none,1.39,-51.82,0.367,0.027,9.86,140,55.9,2.833,-1.877,16.29,-2.49,-14.95,14.29,-4.03,11.03,-7.5
90,5,15,biweekly,ema200_above,ema200_below,0.73,-51.85,0.373,0.014,6.46,111,59.6,1.289,-0.269,-2.41,-1.73,-15.73,15.21,9.31,10.95,-7.5
90,5,20,weekly,none,none,-1.62,-67.94,0.163,-0.024,-8.61,316,39.6,1.36,-0.991,12.0,-16.85,-41.16,12.33,-2.97,38.95,9.21
90,5,20,weekly,none,ema200_below,-8.88,-72.82,-0.096,-0.122,-41.38,244,42.9,0.341,-0.356,2.97,-31.07,-42.82,-9.65,7.34,38.74,9.01
90,5,20,weekly,ema200_above,none,2.72,-55.93,0.283,0.049,18.57,281,41.2,1.465,-0.894,11.66,-17.03,-21.53,18.44,-0.23,30.12,5.19
90,5,20,weekly,ema200_above,ema200_below,-3.99,-62.38,0.055,-0.064,-21.52,209,45.7,0.315,-0.091,2.97,-31.22,-21.55,-4.73,10.36,29.92,4.99
90,5,20,biweekly,none,none,-10.04,-73.78,-0.09,-0.136,-45.57,157,52.6,2.455,-2.483,15.02,2.53,-47.57,3.72,-25.14,21.93,-9.25
90,5,20,biweekly,none,ema200_below,-13.96,-77.4,-0.357,-0.18,-57.77,122,56.6,-0.04,-0.556,,5.87,-47.85,-9.48,-19.05,21.59,-9.25
90,5,20,biweekly,ema200_above,none,2.64,-49.38,0.406,0.053,19.71,139,53.7,2.862,-1.859,15.02,1.99,-15.15,19.36,-10.73,25.01,-11.88
90,5,20,biweekly,ema200_above,ema200_below,-0.34,-49.88,0.233,-0.007,-7.12,104,58.7,0.071,0.613,,5.31,-15.6,4.17,-3.47,24.67,-11.88
90,10,5,weekly,none,none,-18.32,-87.69,-0.247,-0.209,-70.83,318,44.5,0.85,-1.115,41.91,-42.13,-23.86,-17.55,5.61,-52.52,13.1
90,10,5,weekly,none,ema200_below,-12.87,-80.34,-0.119,-0.16,-55.77,290,45.0,0.592,-0.648,37.08,-9.33,-23.86,-22.1,9.66,-52.52,13.1
90,10,5,weekly,ema200_above,none,-12.24,-74.12,-0.198,-0.165,-53.14,241,47.4,0.635,-0.8,24.05,-41.28,-7.78,-7.07,7.15,-28.58,-4.1
90,10,5,weekly,ema200_above,ema200_below,-5.93,-57.86,-0.009,-0.103,-29.13,214,48.3,0.268,-0.136,22.31,-8.07,-7.78,-12.2,11.25,-28.58,-4.1
90,10,5,biweekly,none,none,-23.79,-91.59,-0.38,-0.26,-79.87,158,56.9,1.503,-2.264,30.63,-54.39,-16.42,-24.58,2.86,-47.26,-4.29
90,10,5,biweekly,none,ema200_below,-14.16,-83.2,-0.07,-0.17,-59.3,146,57.5,1.075,-1.071,20.21,-13.2,-16.42,-19.55,12.64,-47.26,-4.29
90,10,5,biweekly,ema200_above,none,-4.19,-70.1,0.108,-0.06,-20.99,120,59.0,1.681,-1.273,9.23,-54.8,2.65,-8.66,11.88,67.39,-10.54
90,10,5,biweekly,ema200_above,ema200_below,8.11,-41.71,0.71,0.194,61.68,108,59.8,1.123,0.472,0.66,-13.97,2.65,-2.57,22.51,67.39,-10.54
90,10,10,weekly,none,none,-16.78,-82.25,-0.306,-0.204,-67.28,318,42.2,0.85,-1.155,29.44,-25.75,-32.26,-17.85,7.42,-35.92,-11.01
90,10,10,weekly,none,ema200_below,-17.49,-78.51,-0.464,-0.223,-68.35,274,43.6,0.258,-0.729,24.31,-18.41,-33.54,-23.51,6.53,-35.92,-11.01
90,10,10,weekly,ema200_above,none,-7.79,-62.13,-0.1,-0.125,-37.3,241,44.6,0.635,-0.64,16.49,-26.12,-7.7,-7.21,13.32,-17.1,-11.08
90,10,10,weekly,ema200_above,ema200_below,-7.57,-54.17,-0.225,-0.14,-37.37,199,46.8,-0.241,0.108,18.9,-18.85,-9.45,-13.6,12.39,-17.1,-11.08
90,10,10,biweekly,none,none,-20.25,-83.72,-0.531,-0.242,-73.97,158,54.2,1.503,-2.422,19.11,-36.11,-28.44,-28.04,2.81,-23.9,-16.45
90,10,10,biweekly,none,ema200_below,-14.75,-73.77,-0.433,-0.2,-61.02,138,55.9,0.648,-1.294,26.53,-19.45,-29.48,-25.57,13.21,-23.9,-16.45
90,10,10,biweekly,ema200_above,none,-2.33,-59.0,0.126,-0.04,-12.32,120,56.3,1.681,-1.275,4.63,-37.66,-0.81,-7.77,11.7,51.13,-13.71
90,10,10,biweekly,ema200_above,ema200_below,5.78,-41.42,0.584,0.14,35.66,101,58.1,0.517,0.587,16.78,-21.4,-2.26,-4.61,23.0,51.14,-13.71
90,10,15,weekly,none,none,-15.48,-78.98,-0.288,-0.196,-63.71,317,40.1,0.844,-1.113,22.77,-23.84,-40.32,-11.38,3.89,-23.87,-7.67
90,10,15,weekly,none,ema200_below,-17.37,-75.16,-0.532,-0.231,-68.3,259,43.0,0.181,-0.717,8.17,-9.85,-41.57,-19.1,-1.33,-24.36,-7.79
90,10,15,weekly,ema200_above,none,-4.23,-54.88,0.013,-0.077,-21.16,241,42.1,0.635,-0.492,11.13,-24.78,-9.58,0.95,10.14,3.22,-10.98
90,10,15,weekly,ema200_above,ema200_below,-5.3,-40.07,-0.142,-0.132,-25.83,187,46.1,-0.226,0.206,6.44,-10.98,-11.78,-7.82,4.61,2.55,-11.09
90,10,15,biweekly,none,none,-19.33,-82.8,-0.538,-0.233,-72.27,158,52.0,1.503,-2.391,15.34,-28.43,-30.53,-19.3,-4.27,-29.08,-12.6
90,10,15,biweekly,none,ema200_below,-18.69,-74.73,-0.696,-0.25,-70.72,129,55.6,-0.028,-1.123,0.72,-22.1,-31.16,-18.67,6.64,-29.13,-12.6
90,10,15,biweekly,ema200_above,none,0.03,-53.76,0.227,0.0,1.35,120,53.5,1.681,-1.133,1.99,-30.62,-3.1,2.03,4.99,54.24,-11.59
90,10,15,biweekly,ema200_above,ema200_below,2.9,-39.96,0.444,0.073,19.57,94,57.9,-0.077,0.935,-1.18,-24.48,-3.99,2.82,16.92,54.13,-11.59
90,10,20,weekly,none,none,-11.27,-71.71,-0.185,-0.157,-51.21,316,38.2,0.868,-0.991,20.34,-16.27,-38.13,-9.41,8.74,-10.66,-11.46
90,10,20,weekly,none,ema200_below,-18.47,-72.92,-0.637,-0.253,-67.63,244,42.3,-0.255,-0.356,3.81,-24.46,-39.9,-21.42,9.71,-10.79,-11.63
90,10,20,weekly,ema200_above,none,-1.35,-53.65,0.116,-0.025,-5.94,241,40.2,0.635,-0.37,10.84,-16.73,-10.72,1.0,15.65,11.24,-13.91
90,10,20,weekly,ema200_above,ema200_below,-6.7,-47.37,-0.284,-0.141,-31.63,174,46.0,-0.796,0.638,3.82,-24.88,-10.73,-12.39,16.69,11.07,-14.07
90,10,20,biweekly,none,none,-19.27,-82.64,-0.6,-0.233,-71.79,157,49.9,1.522,-2.483,15.15,-25.18,-37.76,-13.11,-11.17,-19.3,-16.75
90,10,20,biweekly,none,ema200_below,-21.29,-76.98,-0.936,-0.277,-73.62,122,55.1,-0.96,-0.556,,-13.98,-38.09,-17.66,-5.79,-19.52,-16.75
90,10,20,biweekly,ema200_above,none,0.17,-49.61,0.232,0.003,2.14,120,51.3,1.681,-1.137,3.48,-26.99,-3.96,4.71,-2.14,54.2,-11.87
90,10,20,biweekly,ema200_above,ema200_below,2.12,-30.79,0.29,0.069,6.65,88,57.7,-1.201,1.816,,-16.06,-4.48,-0.78,3.78,53.77,-11.87
90,15,5,weekly,none,none,-15.77,-83.26,-0.218,-0.189,-64.21,317,43.6,0.918,-1.11,39.27,-34.18,-5.72,-22.34,-0.25,-52.88,12.15
90,15,5,weekly,none,ema200_below,-14.63,-81.11,-0.215,-0.18,-61.15,290,44.2,0.461,-0.648,34.6,-25.87,-5.72,-25.06,3.02,-52.88,12.15
90,15,5,weekly,ema200_above,none,-10.18,-65.37,-0.233,-0.156,-46.34,204,48.0,0.906,-1.093,18.99,-21.18,-2.38,-14.66,10.62,-40.3,2.2
90,15,5,weekly,ema200_above,ema200_below,-8.91,-61.7,-0.231,-0.144,-41.72,177,49.6,0.155,-0.335,15.18,-11.17,-2.38,-17.63,14.25,-40.3,2.2
90,15,5,biweekly,none,none,-22.94,-89.68,-0.386,-0.256,-78.72,158,56.1,1.529,-2.264,27.69,-48.88,-12.34,-29.82,6.06,-49.94,-2.26
90,15,5,biweekly,none,ema200_below,-16.65,-83.55,-0.208,-0.199,-66.28,146,56.9,0.769,-1.071,16.39,-22.07,-12.34,-25.21,14.85,-49.94,-2.26
90,15,5,biweekly,ema200_above,none,-3.3,-66.05,0.114,-0.05,-16.47,105,59.0,2.144,-1.738,10.72,-43.46,-1.91,-15.68,19.85,24.62,5.93
90,15,5,biweekly,ema200_above,ema200_below,4.73,-47.67,0.591,0.099,34.01,93,60.2,1.029,0.228,1.07,-13.79,-1.91,-10.14,29.77,24.62,5.93
90,15,10,weekly,none,none,-13.97,-75.33,-0.285,-0.185,-59.74,317,41.2,0.918,-1.15,28.33,-15.53,-15.91,-22.67,1.62,-36.36,-11.82
90,15,10,weekly,none,ema200_below,-17.33,-76.47,-0.514,-0.227,-68.18,274,42.8,0.233,-0.729,23.49,-23.72,-17.48,-27.06,-0.34,-36.36,-11.82
90,15,10,weekly,ema200_above,none,-5.69,-50.56,-0.109,-0.113,-28.56,204,44.7,0.906,-0.905,15.75,-4.62,-1.2,-16.78,18.71,-31.27,-4.77
90,15,10,weekly,ema200_above,ema200_below,-9.0,-52.52,-0.433,-0.171,-42.02,162,47.6,-0.318,-0.036,15.39,-14.02,-1.32,-21.5,16.41,-31.27,-4.77
90,15,10,biweekly,none,none,-19.23,-82.28,-0.553,-0.234,-72.21,158,53.4,1.529,-2.422,16.5,-28.63,-24.91,-33.09,6.28,-27.03,-14.63
90,15,10,biweekly,none,ema200_below,-15.93,-75.18,-0.543,-0.212,-64.52,138,55.4,0.481,-1.294,20.29,-18.41,-26.02,-30.84,13.3,-27.03,-14.63
90,15,10,biweekly,ema200_above,none,-0.81,-50.45,0.185,-0.016,-3.78,105,56.1,2.144,-1.658,7.36,-22.23,-3.32,-8.98,19.32,10.87,-1.97
90,15,10,biweekly,ema200_above,ema200_below,3.9,-33.73,0.559,0.116,26.2,86,58.8,0.51,0.485,10.75,-11.05,-3.32,-5.92,27.21,10.88,-1.97
90,15,15,weekly,none,none,-12.35,-71.71,-0.268,-0.172,-55.05,317,39.1,0.918,-1.113,22.75,-12.92,-25.62,-16.59,-1.75,-24.46,-8.55
90,15,15,weekly,none,ema200_below,-17.24,-74.2,-0.601,-0.232,-68.18,259,42.2,0.152,-0.717,5.92,-14.58,-27.15,-22.86,-8.14,-24.94,-8.67
90,15,15,weekly,ema200_above,none,-2.28,-36.8,0.031,-0.062,-11.48,204,42.1,0.906,-0.746,9.63,-4.03,-1.06,-11.06,12.67,-15.35,-1.3
90,15,15,weekly,ema200_above,ema200_below,-6.9,-42.72,-0.387,-0.162,-32.67,153,46.7,-0.346,0.1,0.29,-5.83,-1.35,-17.74,5.34,-15.89,-1.42
90,15,15,biweekly,none,none,-18.26,-80.56,-0.566,-0.227,-70.32,158,51.2,1.529,-2.391,12.63,-19.77,-27.1,-24.92,-0.97,-32.08,-10.65
90,15,15,biweekly,none,ema200_below,-19.95,-76.17,-0.841,-0.262,-73.63,129,55.1,-0.225,-1.123,-0.48,-22.67,-27.77,-24.37,3.64,-32.13,-10.65
90,15,15,biweekly,ema200_above,none,2.17,-37.35,0.371,0.058,15.1,105,53.3,2.144,-1.441,4.07,-13.08,-2.55,0.7,12.86,14.02,-0.53
90,15,15,biweekly,ema200_above,ema200_below,1.75,-25.48,0.364,0.069,10.8,80,58.5,-0.232,0.891,-0.88,-16.0,-2.55,1.44,18.11,13.94,-0.53
90,15,20,weekly,none,none,-7.9,-61.95,-0.144,-0.128,-39.31,316,37.2,0.946,-0.991,21.1,-4.6,-23.02,-14.69,2.96,-11.22,-12.27
90,15,20,weekly,none,ema200_below,-17.65,-70.71,-0.693,-0.25,-65.82,244,41.4,-0.245,-0.356,2.65,-26.6,-25.13,-24.38,2.23,-11.35,-12.44
90,15,20,weekly,ema200_above,none,0.72,-32.76,0.186,0.022,5.94,204,40.1,0.906,-0.595,8.98,4.55,-1.82,-9.39,16.42,-8.41,-3.44
90,15,20,weekly,ema200_above,ema200_below,-7.62,-41.12,-0.521,-0.185,-33.5,142,46.1,-0.893,0.563,0.0,-19.5,-1.4,-19.67,15.59,-8.54,-3.62
90,15,20,biweekly,none,none,-17.89,-78.42,-0.638,-0.228,-69.13,157,49.1,1.563,-2.483,13.57,-15.83,-34.7,-19.14,-7.92,-22.22,-14.9
90,15,20,biweekly,none,ema200_below,-22.52,-75.49,-1.053,-0.298,-74.48,122,54.3,-1.059,-0.556,,-16.89,-35.05,-22.47,-7.96,-22.43,-14.9
90,15,20,biweekly,ema200_above,none,2.37,-31.81,0.385,0.075,16.34,105,50.9,2.144,-1.445,5.58,-8.19,-3.08,2.23,5.46,15.26,-1.52
90,15,20,biweekly,ema200_above,ema200_below,0.56,-21.41,0.238,0.026,3.42,74,58.2,-1.435,1.921,,-9.08,-3.08,-1.99,5.42,14.94,-1.52
90,20,5,weekly,none,none,-15.53,-82.8,-0.238,-0.187,-64.04,316,42.4,0.934,-1.147,35.59,-24.3,-3.75,-22.66,-2.38,-58.09,15.51
90,20,5,weekly,none,ema200_below,-16.02,-82.2,-0.289,-0.195,-65.28,289,43.1,0.4,-0.687,30.92,-21.23,-3.75,-24.95,-3.32,-58.09,15.51
90,20,5,weekly,ema200_above,none,11.82,-35.4,0.827,0.334,91.54,163,48.6,1.158,-0.02,14.4,-9.43,2.07,-2.8,25.48,44.45,2.7
90,20,5,weekly,ema200_above,ema200_below,11.07,-29.01,0.918,0.381,84.31,137,50.5,0.135,1.099,6.41,-5.69,2.07,-5.68,24.27,44.45,2.7
90,20,5,biweekly,none,none,-20.95,-88.5,-0.326,-0.237,-75.41,157,54.6,1.744,-2.331,24.88,-41.61,-6.94,-25.15,4.16,-56.82,7.35
90,20,5,biweekly,none,ema200_below,-16.6,-82.1,-0.224,-0.202,-66.14,145,55.4,0.786,-1.119,14.64,-22.79,-6.94,-20.23,10.9,-56.82,7.35
90,20,5,biweekly,ema200_above,none,3.63,-60.06,0.591,0.06,28.3,83,60.4,2.257,-0.874,14.12,-36.36,-1.17,-6.78,23.57,39.32,6.71
90,20,5,biweekly,ema200_above,ema200_below,10.16,-43.44,1.152,0.234,77.01,71,62.0,0.388,1.85,5.14,-15.85,-1.17,-0.65,31.58,39.32,6.71
90,20,10,weekly,none,none,-13.86,-74.14,-0.309,-0.187,-59.18,316,40.1,0.934,-1.181,24.01,-2.95,-14.12,-22.99,-0.62,-43.43,-9.19
90,20,10,weekly,none,ema200_below,-19.05,-77.78,-0.622,-0.245,-71.96,274,41.9,0.126,-0.729,17.82,-19.04,-15.71,-26.84,-7.61,-43.43,-9.19
90,20,10,weekly,ema200_above,none,12.69,-24.34,0.949,0.522,102.01,163,45.6,1.158,-0.009,14.77,9.29,1.44,-8.75,32.73,30.15,-0.21
90,20,10,weekly,ema200_above,ema200_below,6.33,-27.33,0.709,0.232,43.15,127,49.0,-0.408,1.243,8.43,-8.16,1.32,-13.3,23.39,30.15,-0.21
90,20,10,biweekly,none,none,-17.31,-81.78,-0.468,-0.212,-67.69,157,51.8,1.744,-2.47,13.36,-19.04,-20.28,-28.62,4.37,-37.23,-6.21
90,20,10,biweekly,none,ema200_below,-16.23,-75.16,-0.582,-0.216,-65.07,138,54.0,0.434,-1.294,15.04,-19.54,-21.44,-26.22,9.82,-37.23,-6.21
90,20,10,biweekly,ema200_above,none,5.89,-43.85,0.778,0.134,46.45,83,57.9,2.257,-0.787,7.96,-11.47,-0.71,-4.23,22.08,22.63,2.33
90,20,10,biweekly,ema200_above,ema200_below,7.38,-28.62,1.133,0.258,51.28,67,61.0,-0.358,1.993,4.75,-11.01,-0.71,-1.0,28.45,22.64,2.33
90,20,15,weekly,none,none,-12.17,-70.48,-0.293,-0.173,-54.22,316,38.0,0.934,-1.142,18.88,0.15,-24.04,-16.92,-3.92,-32.7,-5.93
90,20,15,weekly,none,ema200_below,-18.67,-75.44,-0.709,-0.247,-71.11,259,41.4,0.061,-0.717,2.24,-8.7,-25.59,-22.61,-14.59,-33.13,-6.05
90,20,15,weekly,ema200_above,none,11.96,-21.88,0.957,0.546,94.71,163,42.9,1.158,-0.085,11.47,10.49,0.78,-6.7,23.72,30.37,3.15
90,20,15,weekly,ema200_above,ema200_below,4.06,-23.16,0.608,0.175,29.84,120,48.2,-0.545,1.226,,-3.29,0.48,-13.07,9.99,29.53,3.02
90,20,15,biweekly,none,none,-16.18,-79.75,-0.476,-0.203,-65.06,157,49.5,1.744,-2.43,9.76,-8.57,-22.57,-19.89,-2.74,-41.47,-1.75
90,20,15,biweekly,none,ema200_below,-18.68,-74.88,-0.783,-0.249,-70.84,129,53.8,-0.093,-1.123,-1.03,-19.34,-23.28,-19.3,2.29,-41.51,-1.75
